600
840
1080
1320
120
360
480
720
960
1200
1440
240
600
840
1080
1320
120
360
480
720
960
1200
1440
240
600
840
1080
1320
120
360
480
720
960
1200
1440
240
600
840
1080
1320
120
360
480
720
960
1200
1440
240
600
840
1080
1320
120
360
